27668;Eldar;27668;2;26948;26404
37768;Theodore;
37544;Borin;
37360;Grail;37360;6;34974;26756;-68820;35282;-70632;26194
37276;Mirabella;37276;1;26404
37836;Isolde;
37360;Finch;
37544;Seraphina;37544;3;26404;26948;26756
31352;Anya;31352;3;26194;-70632;34974
31452;Grimbold;
37544;Seraphina;
37544;Seraphina;
37360;Anya;
37360;Anya;
